,date,price,qty,sell_id,sell_cat,item,year,holiday,is_weekend,is_schoolbreak,avg_temperature,is_outdoor,is_holiday
41,2012-01-06,12.73,38,2051,2,BURGER,2012,6,0,0,23.0,0,0
42,2012-01-06,12.73,38,2051,2,COKE,2012,6,0,0,23.0,0,0
43,2012-01-06,12.75,20,2052,2,BURGER,2012,6,0,0,23.0,0,0
44,2012-01-06,12.75,20,2052,2,LEMONADE,2012,6,0,0,23.0,0,0
45,2012-01-06,12.6,54,2053,2,BURGER,2012,6,0,0,23.0,0,0
46,2012-01-06,12.6,54,2053,2,COKE,2012,6,0,0,23.0,0,0
47,2012-01-06,12.6,54,2053,2,COFFEE,2012,6,0,0,23.0,0,0
48,2012-01-07,15.5,70,1070,0,BURGER,2012,6,1,0,26.6,0,0
49,2012-01-07,12.73,24,2051,2,BURGER,2012,6,1,0,26.6,0,0
50,2012-01-07,12.73,24,2051,2,COKE,2012,6,1,0,26.6,0,0
51,2012-01-07,12.75,18,2052,2,BURGER,2012,6,1,0,26.6,0,0
52,2012-01-07,12.75,18,2052,2,LEMONADE,2012,6,1,0,26.6,0,0
53,2012-01-07,12.6,42,2053,2,BURGER,2012,6,1,0,26.6,0,0
54,2012-01-07,12.6,42,2053,2,COKE,2012,6,1,0,26.6,0,0
55,2012-01-07,12.6,42,2053,2,COFFEE,2012,6,1,0,26.6,0,0
56,2012-01-08,15.5,70,1070,0,BURGER,2012,6,1,0,26.6,0,0
57,2012-01-08,12.73,26,2051,2,BURGER,2012,6,1,0,26.6,0,0
58,2012-01-08,12.73,26,2051,2,COKE,2012,6,1,0,26.6,0,0
59,2012-01-08,12.75,18,2052,2,BURGER,2012,6,1,0,26.6,0,0
60,2012-01-08,12.75,18,2052,2,LEMONADE,2012,6,1,0,26.6,0,0
61,2012-01-08,12.6,42,2053,2,BURGER,2012,6,1,0,26.6,0,0
62,2012-01-08,12.6,42,2053,2,COKE,2012,6,1,0,26.6,0,0
63,2012-01-08,12.6,42,2053,2,COFFEE,2012,6,1,0,26.6,0,0
64,2012-01-09,15.5,106,1070,0,BURGER,2012,6,0,0,23.0,0,0
65,2012-01-09,12.73,34,2051,2,BURGER,2012,6,0,0,23.0,0,0
66,2012-01-09,12.73,34,2051,2,COKE,2012,6,0,0,23.0,0,0
67,2012-01-09,12.75,24,2052,2,BURGER,2012,6,0,0,23.0,0,0
68,2012-01-09,12.75,24,2052,2,LEMONADE,2012,6,0,0,23.0,0,0
69,2012-01-09,12.6,54,2053,2,BURGER,2012,6,0,0,23.0,0,0
70,2012-01-09,12.6,54,2053,2,COKE,2012,6,0,0,23.0,0,0
71,2012-01-09,12.6,54,2053,2,COFFEE,2012,6,0,0,23.0,0,0
72,2012-01-10,15.5,108,1070,0,BURGER,2012,6,0,0,24.8,0,0
73,2012-01-10,12.73,40,2051,2,BURGER,2012,6,0,0,24.8,0,0
74,2012-01-10,12.73,40,2051,2,COKE,2012,6,0,0,24.8,0,0
75,2012-01-10,12.75,28,2052,2,BURGER,2012,6,0,0,24.8,0,0
76,2012-01-10,12.75,28,2052,2,LEMONADE,2012,6,0,0,24.8,0,0
77,2012-01-10,12.6,58,2053,2,BURGER,2012,6,0,0,24.8,0,0
78,2012-01-10,12.6,58,2053,2,COKE,2012,6,0,0,24.8,0,0
79,2012-01-10,12.6,58,2053,2,COFFEE,2012,6,0,0,24.8,0,0
80,2012-01-11,15.5,104,1070,0,BURGER,2012,6,0,0,21.2,0,0
81,2012-01-11,12.73,32,2051,2,BURGER,2012,6,0,0,21.2,0,0
82,2012-01-11,12.73,32,2051,2,COKE,2012,6,0,0,21.2,0,0
83,2012-01-11,12.75,26,2052,2,BURGER,2012,6,0,0,21.2,0,0
84,2012-01-11,12.75,26,2052,2,LEMONADE,2012,6,0,0,21.2,0,0
85,2012-01-11,12.6,52,2053,2,BURGER,2012,6,0,0,21.2,0,0
86,2012-01-11,12.6,52,2053,2,COKE,2012,6,0,0,21.2,0,0
87,2012-01-11,12.6,52,2053,2,COFFEE,2012,6,0,0,21.2,0,0
88,2012-01-12,15.5,102,1070,0,BURGER,2012,6,0,0,24.8,0,0
89,2012-01-12,12.73,32,2051,2,BURGER,2012,6,0,0,24.8,0,0
90,2012-01-12,12.73,32,2051,2,COKE,2012,6,0,0,24.8,0,0
91,2012-01-12,12.75,26,2052,2,BURGER,2012,6,0,0,24.8,0,0
92,2012-01-12,12.75,26,2052,2,LEMONADE,2012,6,0,0,24.8,0,0
93,2012-01-12,12.6,60,2053,2,BURGER,2012,6,0,0,24.8,0,0
94,2012-01-12,12.6,60,2053,2,COKE,2012,6,0,0,24.8,0,0
95,2012-01-12,12.6,60,2053,2,COFFEE,2012,6,0,0,24.8,0,0
96,2012-01-13,15.5,100,1070,0,BURGER,2012,6,0,0,26.6,0,0
97,2012-01-13,12.73,40,2051,2,BURGER,2012,6,0,0,26.6,0,0
98,2012-01-13,12.73,40,2051,2,COKE,2012,6,0,0,26.6,0,0
99,2012-01-13,12.75,26,2052,2,BURGER,2012,6,0,0,26.6,0,0
100,2012-01-13,12.75,26,2052,2,LEMONADE,2012,6,0,0,26.6,0,0
101,2012-01-13,12.6,58,2053,2,BURGER,2012,6,0,0,26.6,0,0
102,2012-01-13,12.6,58,2053,2,COKE,2012,6,0,0,26.6,0,0
103,2012-01-13,12.6,58,2053,2,COFFEE,2012,6,0,0,26.6,0,0
104,2012-01-14,15.5,74,1070,0,BURGER,2012,6,1,0,23.0,0,0
105,2012-01-14,12.73,24,2051,2,BURGER,2012,6,1,0,23.0,0,0
106,2012-01-14,12.73,24,2051,2,COKE,2012,6,1,0,23.0,0,0
107,2012-01-14,12.75,20,2052,2,BURGER,2012,6,1,0,23.0,0,0
108,2012-01-14,12.75,20,2052,2,LEMONADE,2012,6,1,0,23.0,0,0
109,2012-01-14,12.6,42,2053,2,BURGER,2012,6,1,0,23.0,0,0
110,2012-01-14,12.6,42,2053,2,COKE,2012,6,1,0,23.0,0,0
111,2012-01-14,12.6,42,2053,2,COFFEE,2012,6,1,0,23.0,0,0
112,2012-01-15,15.5,60,1070,0,BURGER,2012,6,1,0,32.0,1,0
113,2012-01-15,12.73,22,2051,2,BURGER,2012,6,1,0,32.0,1,0
114,2012-01-15,12.73,22,2051,2,COKE,2012,6,1,0,32.0,1,0
115,2012-01-15,12.75,18,2052,2,BURGER,2012,6,1,0,32.0,1,0
116,2012-01-15,12.75,18,2052,2,LEMONADE,2012,6,1,0,32.0,1,0
117,2012-01-15,12.6,32,2053,2,BURGER,2012,6,1,0,32.0,1,0
118,2012-01-15,12.6,32,2053,2,COKE,2012,6,1,0,32.0,1,0
119,2012-01-15,12.6,32,2053,2,COFFEE,2012,6,1,0,32.0,1,0
120,2012-01-16,15.5,104,1070,0,BURGER,2012,6,0,0,23.0,0,0
121,2012-01-16,12.73,40,2051,2,BURGER,2012,6,0,0,23.0,0,0
122,2012-01-16,12.73,40,2051,2,COKE,2012,6,0,0,23.0,0,0
123,2012-01-16,12.75,28,2052,2,BURGER,2012,6,0,0,23.0,0,0
124,2012-01-16,12.75,28,2052,2,LEMONADE,2012,6,0,0,23.0,0,0
125,2012-01-16,12.6,56,2053,2,BURGER,2012,6,0,0,23.0,0,0
126,2012-01-16,12.6,56,2053,2,COKE,2012,6,0,0,23.0,0,0
127,2012-01-16,12.6,56,2053,2,COFFEE,2012,6,0,0,23.0,0,0
128,2012-01-17,15.5,106,1070,0,BURGER,2012,6,0,0,23.0,0,0
129,2012-01-17,12.73,38,2051,2,BURGER,2012,6,0,0,23.0,0,0
130,2012-01-17,12.73,38,2051,2,COKE,2012,6,0,0,23.0,0,0
131,2012-01-17,12.75,22,2052,2,BURGER,2012,6,0,0,23.0,0,0
132,2012-01-17,12.75,22,2052,2,LEMONADE,2012,6,0,0,23.0,0,0
133,2012-01-17,12.6,54,2053,2,BURGER,2012,6,0,0,23.0,0,0
134,2012-01-17,12.6,54,2053,2,COKE,2012,6,0,0,23.0,0,0
135,2012-01-17,12.6,54,2053,2,COFFEE,2012,6,0,0,23.0,0,0
136,2012-01-18,15.5,108,1070,0,BURGER,2012,6,0,0,23.0,0,0
137,2012-01-18,12.73,40,2051,2,BURGER,2012,6,0,0,23.0,0,0
138,2012-01-18,12.73,40,2051,2,COKE,2012,6,0,0,23.0,0,0
139,2012-01-18,12.75,24,2052,2,BURGER,2012,6,0,0,23.0,0,0
140,2012-01-18,12.75,24,2052,2,LEMONADE,2012,6,0,0,23.0,0,0
141,2012-01-18,12.6,58,2053,2,BURGER,2012,6,0,0,23.0,0,0
142,2012-01-18,12.6,58,2053,2,COKE,2012,6,0,0,23.0,0,0
143,2012-01-18,12.6,58,2053,2,COFFEE,2012,6,0,0,23.0,0,0
144,2012-01-19,15.5,100,1070,0,BURGER,2012,6,0,0,24.8,0,0
145,2012-01-19,12.73,32,2051,2,BURGER,2012,6,0,0,24.8,0,0
146,2012-01-19,12.73,32,2051,2,COKE,2012,6,0,0,24.8,0,0
147,2012-01-19,12.75,24,2052,2,BURGER,2012,6,0,0,24.8,0,0
148,2012-01-19,12.75,24,2052,2,LEMONADE,2012,6,0,0,24.8,0,0
149,2012-01-19,12.6,54,2053,2,BURGER,2012,6,0,0,24.8,0,0
150,2012-01-19,12.6,54,2053,2,COKE,2012,6,0,0,24.8,0,0
151,2012-01-19,12.6,54,2053,2,COFFEE,2012,6,0,0,24.8,0,0
152,2012-01-20,15.5,100,1070,0,BURGER,2012,6,0,0,26.6,0,0
153,2012-01-20,12.73,36,2051,2,BURGER,2012,6,0,0,26.6,0,0
154,2012-01-20,12.73,36,2051,2,COKE,2012,6,0,0,26.6,0,0
155,2012-01-20,12.75,22,2052,2,BURGER,2012,6,0,0,26.6,0,0
156,2012-01-20,12.75,22,2052,2,LEMONADE,2012,6,0,0,26.6,0,0
157,2012-01-20,12.6,58,2053,2,BURGER,2012,6,0,0,26.6,0,0
158,2012-01-20,12.6,58,2053,2,COKE,2012,6,0,0,26.6,0,0
159,2012-01-20,12.6,58,2053,2,COFFEE,2012,6,0,0,26.6,0,0
160,2012-01-21,15.5,70,1070,0,BURGER,2012,6,1,0,26.6,0,0
161,2012-01-21,12.73,22,2051,2,BURGER,2012,6,1,0,26.6,0,0
162,2012-01-21,12.73,22,2051,2,COKE,2012,6,1,0,26.6,0,0
163,2012-01-21,12.75,22,2052,2,BURGER,2012,6,1,0,26.6,0,0
164,2012-01-21,12.75,22,2052,2,LEMONADE,2012,6,1,0,26.6,0,0
165,2012-01-21,12.6,40,2053,2,BURGER,2012,6,1,0,26.6,0,0
166,2012-01-21,12.6,40,2053,2,COKE,2012,6,1,0,26.6,0,0
167,2012-01-21,12.6,40,2053,2,COFFEE,2012,6,1,0,26.6,0,0
168,2012-01-22,15.5,74,1070,0,BURGER,2012,6,1,0,24.8,0,0
169,2012-01-22,12.73,30,2051,2,BURGER,2012,6,1,0,24.8,0,0
170,2012-01-22,12.73,30,2051,2,COKE,2012,6,1,0,24.8,0,0
171,2012-01-22,12.75,16,2052,2,BURGER,2012,6,1,0,24.8,0,0
172,2012-01-22,12.75,16,2052,2,LEMONADE,2012,6,1,0,24.8,0,0
173,2012-01-22,12.6,34,2053,2,BURGER,2012,6,1,0,24.8,0,0
174,2012-01-22,12.6,34,2053,2,COKE,2012,6,1,0,24.8,0,0
175,2012-01-22,12.6,34,2053,2,COFFEE,2012,6,1,0,24.8,0,0
176,2012-01-23,15.5,108,1070,0,BURGER,2012,6,0,0,23.0,0,0
177,2012-01-23,12.73,38,2051,2,BURGER,2012,6,0,0,23.0,0,0
178,2012-01-23,12.73,38,2051,2,COKE,2012,6,0,0,23.0,0,0
179,2012-01-23,12.75,20,2052,2,BURGER,2012,6,0,0,23.0,0,0
180,2012-01-23,12.75,20,2052,2,LEMONADE,2012,6,0,0,23.0,0,0
181,2012-01-23,12.6,52,2053,2,BURGER,2012,6,0,0,23.0,0,0
182,2012-01-23,12.6,52,2053,2,COKE,2012,6,0,0,23.0,0,0
183,2012-01-23,12.6,52,2053,2,COFFEE,2012,6,0,0,23.0,0,0
184,2012-01-24,15.5,100,1070,0,BURGER,2012,6,0,0,24.8,0,0
185,2012-01-24,12.73,36,2051,2,BURGER,2012,6,0,0,24.8,0,0
186,2012-01-24,12.73,36,2051,2,COKE,2012,6,0,0,24.8,0,0
187,2012-01-24,12.75,26,2052,2,BURGER,2012,6,0,0,24.8,0,0
188,2012-01-24,12.75,26,2052,2,LEMONADE,2012,6,0,0,24.8,0,0
189,2012-01-24,12.6,56,2053,2,BURGER,2012,6,0,0,24.8,0,0
190,2012-01-24,12.6,56,2053,2,COKE,2012,6,0,0,24.8,0,0
191,2012-01-24,12.6,56,2053,2,COFFEE,2012,6,0,0,24.8,0,0
192,2012-01-25,15.5,100,1070,0,BURGER,2012,6,0,0,23.0,0,0
193,2012-01-25,12.73,38,2051,2,BURGER,2012,6,0,0,23.0,0,0
194,2012-01-25,12.73,38,2051,2,COKE,2012,6,0,0,23.0,0,0
195,2012-01-25,12.75,26,2052,2,BURGER,2012,6,0,0,23.0,0,0
196,2012-01-25,12.75,26,2052,2,LEMONADE,2012,6,0,0,23.0,0,0
197,2012-01-25,12.6,60,2053,2,BURGER,2012,6,0,0,23.0,0,0
198,2012-01-25,12.6,60,2053,2,COKE,2012,6,0,0,23.0,0,0
199,2012-01-25,12.6,60,2053,2,COFFEE,2012,6,0,0,23.0,0,0
200,2012-01-26,15.5,106,1070,0,BURGER,2012,6,0,0,24.8,0,0
201,2012-01-26,12.73,38,2051,2,BURGER,2012,6,0,0,24.8,0,0
202,2012-01-26,12.73,38,2051,2,COKE,2012,6,0,0,24.8,0,0
203,2012-01-26,12.75,26,2052,2,BURGER,2012,6,0,0,24.8,0,0
204,2012-01-26,12.75,26,2052,2,LEMONADE,2012,6,0,0,24.8,0,0
205,2012-01-26,12.6,52,2053,2,BURGER,2012,6,0,0,24.8,0,0
206,2012-01-26,12.6,52,2053,2,COKE,2012,6,0,0,24.8,0,0
207,2012-01-26,12.6,52,2053,2,COFFEE,2012,6,0,0,24.8,0,0
208,2012-01-27,15.5,86,1070,0,BURGER,2012,6,0,0,32.0,1,0
209,2012-01-27,12.73,28,2051,2,BURGER,2012,6,0,0,32.0,1,0
210,2012-01-27,12.73,28,2051,2,COKE,2012,6,0,0,32.0,1,0
211,2012-01-27,12.75,18,2052,2,BURGER,2012,6,0,0,32.0,1,0
212,2012-01-27,12.75,18,2052,2,LEMONADE,2012,6,0,0,32.0,1,0
213,2012-01-27,12.6,46,2053,2,BURGER,2012,6,0,0,32.0,1,0
214,2012-01-27,12.6,46,2053,2,COKE,2012,6,0,0,32.0,1,0
215,2012-01-27,12.6,46,2053,2,COFFEE,2012,6,0,0,32.0,1,0
216,2012-01-28,15.5,62,1070,0,BURGER,2012,6,1,0,32.0,1,0
217,2012-01-28,12.73,24,2051,2,BURGER,2012,6,1,0,32.0,1,0
218,2012-01-28,12.73,24,2051,2,COKE,2012,6,1,0,32.0,1,0
219,2012-01-28,12.75,14,2052,2,BURGER,2012,6,1,0,32.0,1,0
220,2012-01-28,12.75,14,2052,2,LEMONADE,2012,6,1,0,32.0,1,0
221,2012-01-28,12.6,34,2053,2,BURGER,2012,6,1,0,32.0,1,0
222,2012-01-28,12.6,34,2053,2,COKE,2012,6,1,0,32.0,1,0
223,2012-01-28,12.6,34,2053,2,COFFEE,2012,6,1,0,32.0,1,0
224,2012-01-29,15.5,70,1070,0,BURGER,2012,6,1,0,23.0,0,0
225,2012-01-29,12.73,22,2051,2,BURGER,2012,6,1,0,23.0,0,0
226,2012-01-29,12.73,22,2051,2,COKE,2012,6,1,0,23.0,0,0
227,2012-01-29,12.75,14,2052,2,BURGER,2012,6,1,0,23.0,0,0
228,2012-01-29,12.75,14,2052,2,LEMONADE,2012,6,1,0,23.0,0,0
229,2012-01-29,12.6,38,2053,2,BURGER,2012,6,1,0,23.0,0,0
230,2012-01-29,12.6,38,2053,2,COKE,2012,6,1,0,23.0,0,0
231,2012-01-29,12.6,38,2053,2,COFFEE,2012,6,1,0,23.0,0,0
232,2012-01-30,15.5,106,1070,0,BURGER,2012,6,0,0,28.4,0,0
233,2012-01-30,12.73,34,2051,2,BURGER,2012,6,0,0,28.4,0,0
234,2012-01-30,12.73,34,2051,2,COKE,2012,6,0,0,28.4,0,0
235,2012-01-30,12.75,22,2052,2,BURGER,2012,6,0,0,28.4,0,0
236,2012-01-30,12.75,22,2052,2,LEMONADE,2012,6,0,0,28.4,0,0
237,2012-01-30,12.6,52,2053,2,BURGER,2012,6,0,0,28.4,0,0
238,2012-01-30,12.6,52,2053,2,COKE,2012,6,0,0,28.4,0,0
239,2012-01-30,12.6,52,2053,2,COFFEE,2012,6,0,0,28.4,0,0
240,2012-01-31,15.5,84,1070,0,BURGER,2012,6,0,0,32.0,1,0
241,2012-01-31,12.73,30,2051,2,BURGER,2012,6,0,0,32.0,1,0
242,2012-01-31,12.73,30,2051,2,COKE,2012,6,0,0,32.0,1,0
243,2012-01-31,12.75,16,2052,2,BURGER,2012,6,0,0,32.0,1,0
244,2012-01-31,12.75,16,2052,2,LEMONADE,2012,6,0,0,32.0,1,0
245,2012-01-31,12.6,42,2053,2,BURGER,2012,6,0,0,32.0,1,0
246,2012-01-31,12.6,42,2053,2,COKE,2012,6,0,0,32.0,1,0
247,2012-01-31,12.6,42,2053,2,COFFEE,2012,6,0,0,32.0,1,0
248,2012-02-01,15.5,90,1070,0,BURGER,2012,6,0,0,32.0,1,0
249,2012-02-01,12.73,28,2051,2,BURGER,2012,6,0,0,32.0,1,0
250,2012-02-01,12.73,28,2051,2,COKE,2012,6,0,0,32.0,1,0
251,2012-02-01,12.75,20,2052,2,BURGER,2012,6,0,0,32.0,1,0
252,2012-02-01,12.75,20,2052,2,LEMONADE,2012,6,0,0,32.0,1,0
253,2012-02-01,12.6,48,2053,2,BURGER,2012,6,0,0,32.0,1,0
254,2012-02-01,12.6,48,2053,2,COKE,2012,6,0,0,32.0,1,0
255,2012-02-01,12.6,48,2053,2,COFFEE,2012,6,0,0,32.0,1,0
256,2012-02-02,15.5,64,1070,0,BURGER,2012,2,0,0,32.0,1,1
257,2012-02-02,12.73,18,2051,2,BURGER,2012,2,0,0,32.0,1,1
258,2012-02-02,12.73,18,2051,2,COKE,2012,2,0,0,32.0,1,1
259,2012-02-02,12.75,18,2052,2,BURGER,2012,2,0,0,32.0,1,1
260,2012-02-02,12.75,18,2052,2,LEMONADE,2012,2,0,0,32.0,1,1
261,2012-02-02,12.6,34,2053,2,BURGER,2012,2,0,0,32.0,1,1
262,2012-02-02,12.6,34,2053,2,COKE,2012,2,0,0,32.0,1,1
263,2012-02-02,12.6,34,2053,2,COFFEE,2012,2,0,0,32.0,1,1
264,2012-02-03,15.5,62,1070,0,BURGER,2012,2,0,0,32.0,1,1
265,2012-02-03,12.73,20,2051,2,BURGER,2012,2,0,0,32.0,1,1
266,2012-02-03,12.73,20,2051,2,COKE,2012,2,0,0,32.0,1,1
267,2012-02-03,12.75,16,2052,2,BURGER,2012,2,0,0,32.0,1,1
268,2012-02-03,12.75,16,2052,2,LEMONADE,2012,2,0,0,32.0,1,1
269,2012-02-03,12.6,32,2053,2,BURGER,2012,2,0,0,32.0,1,1
270,2012-02-03,12.6,32,2053,2,COKE,2012,2,0,0,32.0,1,1
271,2012-02-03,12.6,32,2053,2,COFFEE,2012,2,0,0,32.0,1,1
272,2012-02-04,15.5,42,1070,0,BURGER,2012,2,1,0,32.0,1,1
273,2012-02-04,12.73,12,2051,2,BURGER,2012,2,1,0,32.0,1,1
274,2012-02-04,12.73,12,2051,2,COKE,2012,2,1,0,32.0,1,1
275,2012-02-04,12.75,16,2052,2,BURGER,2012,2,1,0,32.0,1,1
276,2012-02-04,12.75,16,2052,2,LEMONADE,2012,2,1,0,32.0,1,1
277,2012-02-04,12.6,20,2053,2,BURGER,2012,2,1,0,32.0,1,1
278,2012-02-04,12.6,20,2053,2,COKE,2012,2,1,0,32.0,1,1
279,2012-02-04,12.6,20,2053,2,COFFEE,2012,2,1,0,32.0,1,1
280,2012-02-05,15.5,38,1070,0,BURGER,2012,2,1,0,32.0,1,1
281,2012-02-05,12.73,12,2051,2,BURGER,2012,2,1,0,32.0,1,1
282,2012-02-05,12.73,12,2051,2,COKE,2012,2,1,0,32.0,1,1
283,2012-02-05,12.75,8,2052,2,BURGER,2012,2,1,0,32.0,1,1
284,2012-02-05,12.75,8,2052,2,LEMONADE,2012,2,1,0,32.0,1,1
285,2012-02-05,12.6,28,2053,2,BURGER,2012,2,1,0,32.0,1,1
286,2012-02-05,12.6,28,2053,2,COKE,2012,2,1,0,32.0,1,1
287,2012-02-05,12.6,28,2053,2,COFFEE,2012,2,1,0,32.0,1,1
288,2012-02-06,15.5,56,1070,0,BURGER,2012,2,0,0,32.0,1,1
289,2012-02-06,12.73,26,2051,2,BURGER,2012,2,0,0,32.0,1,1
290,2012-02-06,12.73,26,2051,2,COKE,2012,2,0,0,32.0,1,1
291,2012-02-06,12.75,12,2052,2,BURGER,2012,2,0,0,32.0,1,1
292,2012-02-06,12.75,12,2052,2,LEMONADE,2012,2,0,0,32.0,1,1
293,2012-02-06,12.6,32,2053,2,BURGER,2012,2,0,0,32.0,1,1
294,2012-02-06,12.6,32,2053,2,COKE,2012,2,0,0,32.0,1,1
295,2012-02-06,12.6,32,2053,2,COFFEE,2012,2,0,0,32.0,1,1
296,2012-02-07,15.5,56,1070,0,BURGER,2012,2,0,0,32.0,1,1
297,2012-02-07,12.73,18,2051,2,BURGER,2012,2,0,0,32.0,1,1
298,2012-02-07,12.73,18,2051,2,COKE,2012,2,0,0,32.0,1,1
299,2012-02-07,12.75,18,2052,2,BURGER,2012,2,0,0,32.0,1,1
300,2012-02-07,12.75,18,2052,2,LEMONADE,2012,2,0,0,32.0,1,1
301,2012-02-07,12.6,30,2053,2,BURGER,2012,2,0,0,32.0,1,1
302,2012-02-07,12.6,30,2053,2,COKE,2012,2,0,0,32.0,1,1
303,2012-02-07,12.6,30,2053,2,COFFEE,2012,2,0,0,32.0,1,1
304,2012-02-08,15.5,60,1070,0,BURGER,2012,2,0,0,32.0,1,1
305,2012-02-08,12.73,20,2051,2,BURGER,2012,2,0,0,32.0,1,1
306,2012-02-08,12.73,20,2051,2,COKE,2012,2,0,0,32.0,1,1
307,2012-02-08,12.75,16,2052,2,BURGER,2012,2,0,0,32.0,1,1
308,2012-02-08,12.75,16,2052,2,LEMONADE,2012,2,0,0,32.0,1,1
309,2012-02-08,12.6,30,2053,2,BURGER,2012,2,0,0,32.0,1,1
310,2012-02-08,12.6,30,2053,2,COKE,2012,2,0,0,32.0,1,1
311,2012-02-08,12.6,30,2053,2,COFFEE,2012,2,0,0,32.0,1,1
312,2012-02-09,15.5,88,1070,0,BURGER,2012,6,0,0,32.0,1,0
313,2012-02-09,12.73,28,2051,2,BURGER,2012,6,0,0,32.0,1,0
314,2012-02-09,12.73,28,2051,2,COKE,2012,6,0,0,32.0,1,0
315,2012-02-09,12.75,16,2052,2,BURGER,2012,6,0,0,32.0,1,0
316,2012-02-09,12.75,16,2052,2,LEMONADE,2012,6,0,0,32.0,1,0
317,2012-02-09,12.6,42,2053,2,BURGER,2012,6,0,0,32.0,1,0
318,2012-02-09,12.6,42,2053,2,COKE,2012,6,0,0,32.0,1,0
319,2012-02-09,12.6,42,2053,2,COFFEE,2012,6,0,0,32.0,1,0
320,2012-02-10,15.5,90,1070,0,BURGER,2012,6,0,0,32.0,1,0
321,2012-02-10,12.73,26,2051,2,BURGER,2012,6,0,0,32.0,1,0
322,2012-02-10,12.73,26,2051,2,COKE,2012,6,0,0,32.0,1,0
323,2012-02-10,12.75,20,2052,2,BURGER,2012,6,0,0,32.0,1,0
324,2012-02-10,12.75,20,2052,2,LEMONADE,2012,6,0,0,32.0,1,0
325,2012-02-10,12.6,44,2053,2,BURGER,2012,6,0,0,32.0,1,0
326,2012-02-10,12.6,44,2053,2,COKE,2012,6,0,0,32.0,1,0
327,2012-02-10,12.6,44,2053,2,COFFEE,2012,6,0,0,32.0,1,0
328,2012-02-11,15.5,76,1070,0,BURGER,2012,6,1,0,24.8,0,0
