,1070,2051,2052,2053
166,64,26,14,44
167,60,24,18,46
168,92,36,26,64
169,86,36,26,64
170,94,38,28,58
171,92,30,20,62
172,92,34,26,64
173,64,22,14,38
174,62,20,16,38
175,92,32,24,62
176,88,34,22,56
177,94,36,26,56
178,94,36,26,56
179,94,30,20,60
180,64,24,20,46
181,62,24,20,38
182,90,38,22,60
183,90,36,28,62
184,92,30,26,64
185,94,36,20,58
186,88,30,22,56
187,58,28,18,44
188,64,28,16,44
189,86,38,22,60
190,86,30,20,56
191,88,36,24,58
192,86,34,24,60
193,86,38,26,56
194,58,26,14,46
195,64,22,14,38
196,86,34,28,58
197,88,32,26,56
198,88,38,22,62
199,92,34,28,64
200,90,34,20,62
201,60,24,16,38
202,60,22,20,40
203,94,38,26,56
204,86,36,28,64
205,92,36,22,62
206,90,32,24,58
207,90,36,28,64
208,60,26,16,46
209,66,28,20,44
210,86,34,20,62
211,90,34,20,56
212,86,38,24,56
213,90,34,22,64
214,90,38,24,56
215,66,22,22,46
216,64,22,22,38
217,86,38,28,60
218,90,32,22,56
219,94,38,24,64
220,92,32,28,62
221,86,38,24,62
222,62,22,14,46
223,58,28,20,40
224,94,30,20,58
225,90,38,26,60
226,90,38,24,64
227,88,30,28,56
228,94,30,20,62
229,62,24,20,44
230,64,26,18,46
231,86,38,20,58
232,90,36,24,58
233,88,36,22,58
234,88,32,24,58
235,86,38,28,64
236,62,20,16,46
237,62,26,20,38
238,94,32,24,58
239,90,38,26,56
240,88,36,24,48
241,90,30,18,52
242,94,28,24,46
243,64,18,20,36
244,58,18,14,30
245,90,34,18,44
246,90,32,24,50
247,92,32,16,52
248,86,28,22,44
249,90,34,24,44
250,66,24,14,38
251,64,22,18,36
252,66,20,16,34
253,58,18,20,36
254,60,24,20,30
255,86,28,22,52
256,90,28,16,52
257,64,24,20,30
258,64,26,18,36
259,86,28,22,44
260,88,32,16,44
261,92,34,16,46
262,88,34,22,46
263,86,36,18,52
264,62,20,16,30
265,66,24,14,30
266,94,34,18,52
267,90,30,18,44
268,94,28,20,46
269,90,28,18,50
270,86,34,18,50
271,64,26,12,36
272,58,22,20,38
273,58,24,20,34
274,58,18,12,32
275,64,26,16,32
276,66,20,12,36
277,60,24,16,32
278,42,16,10,22
279,48,14,10,28
280,86,32,20,50
281,94,36,18,52
282,94,36,24,46
283,92,30,20,48
284,88,30,18,48
285,64,22,18,38
286,64,24,20,30
287,86,28,20,50
288,94,28,16,48
289,94,34,24,46
290,90,34,18,46
291,90,28,16,48
292,64,24,12,30
293,64,20,16,36
294,90,34,18,50
295,90,32,22,50
296,88,28,20,52
297,86,32,16,44
298,92,32,20,48
299,64,24,14,38
300,62,18,16,36
301,92,34,18,46
302,86,34,20,50
303,94,32,22,52
304,94,30,18,50
305,94,36,20,48
306,58,24,18,30
307,64,26,12,38
308,88,34,20,52
309,86,32,16,48
310,86,32,24,52
311,88,34,24,48
312,90,30,22,44
313,60,20,18,32
314,62,22,18,32
315,90,28,20,44
316,86,32,18,50
317,88,34,18,44
318,86,36,16,48
319,86,34,18,44
320,62,26,20,34
321,66,18,20,30
322,92,34,20,48
323,92,36,22,44
324,86,36,22,48
325,94,32,22,48
326,90,28,16,50
327,64,20,12,32
328,66,24,20,36
329,86,32,18,48
330,90,36,18,44
331,94,30,20,44
332,92,32,20,44
333,90,28,18,48
334,60,22,20,32
335,66,26,14,36
336,92,32,20,48
337,88,32,18,44
338,90,28,20,50
339,94,34,22,44
340,110,40,24,58
341,76,26,22,44
342,58,20,18,38
343,92,34,20,52
344,86,36,20,50
345,90,36,16,50
346,90,28,20,46
347,106,40,22,52
348,78,22,22,38
349,74,24,14,44
350,110,36,28,52
351,110,38,28,58
352,86,28,20,46
353,94,32,18,44
354,110,38,20,58
355,78,28,18,38
356,58,22,20,38
357,110,38,28,56
358,112,40,22,58
359,90,34,16,48
360,88,24,18,42
361,108,32,24,52
362,58,26,16,32
363,62,24,14,28
364,102,38,22,54
365,60,22,16,30
366,68,28,16,40
367,70,28,14,40
368,100,30,28,48
369,68,20,16,32
370,72,24,16,40
371,100,32,24,52
372,100,36,20,48
373,102,34,26,50
374,104,32,24,48
375,102,36,24,54
376,74,22,18,40
377,70,26,18,32
378,100,36,26,48
379,100,32,26,50
380,84,32,24,46
381,82,26,22,42
382,84,32,20,40
383,58,22,18,32
384,70,28,14,36
385,100,32,26,50
386,74,26,18,38
387,68,20,18,36
388,74,24,20,40
389,68,20,20,40
390,54,14,16,30
391,46,22,14,26
392,68,28,14,32
393,108,32,28,48
394,104,38,28,54
395,108,34,24,48
396,102,34,24,50
397,70,22,14,40
398,74,24,20,36
399,104,32,22,54
400,100,38,20,52
401,104,36,22,50
402,106,38,20,50
403,100,34,22,50
404,74,26,16,36
405,72,28,16,34
406,106,30,26,50
407,90,24,24,44
408,86,30,18,44
409,106,30,22,46
410,84,26,22,42
411,72,24,18,32
412,74,22,14,36
413,100,36,22,52
414,86,32,18,42
415,86,30,20,44
416,88,24,16,40
417,84,26,22,46
418,60,18,18,26
419,56,20,16,28
420,82,30,20,38
421,90,26,18,42
422,90,28,22,42
423,84,28,22,44
424,90,22,26,40
425,58,18,20,26
426,56,22,20,34
427,86,30,20,42
428,84,28,24,42
429,88,30,22,44
430,86,28,18,44
431,90,28,20,44
432,58,22,18,34
433,60,24,18,26
434,106,32,22,50
435,90,32,16,38
436,88,24,16,44
437,84,24,18,40
438,82,26,16,38
439,62,20,12,28
440,64,20,14,26
441,86,30,18,40
442,84,30,18,38
443,84,30,18,38
444,84,28,20,40
445,84,32,20,40
446,64,26,14,26
447,56,24,16,30
448,82,28,24,38
449,88,28,24,44
450,82,24,16,42
451,86,28,16,46
452,82,28,18,40
453,62,22,14,28
454,56,26,12,30
455,82,32,18,46
456,60,18,12,26
457,64,26,20,30
458,62,24,14,30
459,84,30,20,44
460,56,18,16,26
461,58,24,12,26
462,88,30,20,38
463,88,26,20,40
464,84,28,16,42
465,84,30,16,40
466,88,28,16,44
467,64,22,12,26
468,62,18,12,28
469,84,28,20,44
470,82,24,16,42
471,84,28,24,42
472,82,32,18,42
473,88,32,20,44
474,58,22,16,26
475,60,26,12,32
476,82,24,22,46
477,82,30,20,46
478,90,30,24,46
479,80,28,20,42
480,82,34,18,44
481,54,22,18,36
482,58,18,16,38
483,56,24,18,36
484,50,20,18,34
485,50,26,18,30
486,80,28,24,44
487,74,28,22,46
488,56,22,16,36
489,54,26,12,30
490,76,26,24,48
491,76,32,16,46
492,76,26,20,48
493,74,28,24,50
494,76,34,20,48
495,54,26,14,36
496,58,22,14,36
497,80,32,18,50
498,74,30,24,50
499,80,28,24,42
500,74,30,24,50
501,76,26,22,48
502,54,20,12,30
503,56,24,14,36
504,82,26,16,50
505,78,34,22,46
506,80,34,20,48
507,76,26,20,50
508,74,28,20,42
509,52,26,16,30
510,58,18,18,34
511,82,26,24,50
512,82,28,18,48
513,74,32,20,50
514,80,26,16,50
515,74,26,18,42
516,58,18,16,36
517,54,24,14,30
518,74,26,24,46
519,82,26,22,48
520,78,26,24,48
521,80,32,20,42
522,76,26,20,50
523,54,26,18,32
524,54,20,16,30
525,80,32,24,42
526,78,34,16,50
527,76,30,16,48
528,82,28,22,42
529,80,32,22,46
530,50,24,18,38
531,58,24,16,38
532,82,26,22,42
533,82,28,22,42
534,82,28,16,48
535,80,26,20,48
536,76,30,22,42
537,42,14,12,22
538,42,12,12,24
539,58,22,20,34
540,78,34,24,44
541,80,34,18,42
542,76,30,22,48
543,82,30,22,50
544,56,26,12,36
545,52,22,12,32
546,76,26,22,50
547,80,32,18,44
548,82,28,20,48
549,74,34,22,42
550,78,34,16,50
551,56,24,20,30
552,56,20,20,30
553,76,30,16,48
554,80,34,20,46
555,80,34,18,50
556,80,32,24,46
557,80,28,18,46
558,56,20,14,32
559,56,20,18,30
560,82,32,24,48
561,78,28,20,50
562,82,28,20,48
563,78,30,24,50
564,78,30,16,46
565,58,24,16,32
566,50,26,20,38
567,76,26,24,44
568,74,34,22,46
569,78,26,18,50
570,76,30,24,50
571,74,34,22,50
572,54,22,20,32
573,56,26,16,36
574,76,26,16,46
575,78,34,20,50
576,82,34,22,42
577,76,26,16,42
578,96,32,28,52
579,70,28,14,36
580,54,18,16,34
581,80,34,20,44
582,76,32,18,48
583,80,26,18,48
584,92,30,22,54
585,90,32,24,60
586,58,20,12,32
587,52,20,20,32
588,80,34,16,48
589,80,34,18,50
590,78,30,20,48
591,78,30,24,44
592,78,30,22,44
593,58,22,20,36
594,54,20,12,34
595,80,34,16,48
596,76,32,24,48
597,82,28,16,48
598,76,30,24,50
599,100,40,30,56
600,66,30,18,38
601,68,26,16,40
602,102,36,30,60
603,96,36,30,56
604,122,38,34,70
605,122,44,28,72
606,122,38,34,70
607,64,22,22,44
608,64,30,24,42
609,104,34,22,56
610,102,38,26,56
611,102,32,24,58
612,96,32,30,62
613,98,38,22,64
614,72,22,20,44
615,72,26,22,42
616,98,40,24,56
617,104,38,24,56
618,100,32,22,60
619,100,32,22,62
620,102,34,24,56
621,72,28,24,42
622,64,30,22,38
623,104,38,26,58
624,102,40,30,62
625,96,36,28,64
626,96,36,24,60
627,98,32,24,60
628,72,26,24,44
629,68,28,20,42
630,104,40,30,62
631,100,40,28,60
632,100,34,24,62
633,100,38,26,64
634,104,40,28,62
635,68,22,20,46
636,64,24,16,40
637,64,30,24,38
638,66,26,20,46
639,66,28,16,38
640,70,22,24,44
641,70,22,16,46
642,48,22,18,34
643,50,20,18,34
644,66,28,22,40
645,100,38,22,62
646,98,40,26,56
647,96,36,22,56
648,100,34,22,58
649,64,24,24,44
650,70,28,24,44
651,104,32,26,56
652,96,36,22,60
653,98,38,22,58
654,100,36,28,60
655,96,34,30,62
656,70,26,20,38
657,68,22,22,38
658,100,34,26,56
659,102,36,28,60
660,100,32,28,56
661,102,34,28,60
662,98,40,24,60
663,72,22,16,42
664,66,30,16,46
665,104,36,30,58
666,102,40,24,56
667,104,38,24,64
668,98,40,30,64
669,96,38,28,58
670,72,22,18,42
671,70,26,18,44
672,102,34,24,64
673,102,36,28,58
674,96,32,28,60
675,104,38,22,62
676,104,40,26,58
677,64,28,22,38
678,72,24,22,44
679,102,34,30,56
680,96,40,24,60
681,98,40,26,62
682,104,34,28,64
683,96,40,26,64
684,70,22,16,44
685,72,30,20,42
686,100,40,28,64
687,98,34,28,60
688,104,36,30,58
689,104,34,28,64
690,98,34,30,64
691,64,22,24,44
692,72,26,16,42
693,104,34,28,58
694,96,32,28,64
695,102,36,26,60
696,124,46,32,72
697,98,36,22,58
698,78,32,26,46
699,80,34,20,52
700,96,40,28,60
701,120,46,34,66
702,96,32,24,60
703,118,38,30,74
704,118,42,34,74
705,84,32,20,46
706,80,26,18,52
707,120,40,32,72
708,116,40,34,74
709,122,46,28,70
710,98,40,28,64
711,104,38,30,56
712,64,24,20,40
713,66,22,20,44
714,102,32,24,64
715,116,40,34,72
716,118,42,28,70
717,124,44,28,74
718,102,40,22,62
719,72,22,22,38
720,60,26,12,38
721,102,36,30,58
722,108,30,30,54
723,108,36,22,52
724,104,36,26,60
725,108,36,26,58
726,68,20,22,44
727,68,26,16,44
728,106,34,28,56
729,104,32,22,58
730,72,22,20,44
731,76,22,22,40
732,68,26,20,42
733,74,22,20,42
734,70,26,20,42
735,108,30,30,60
736,100,38,24,52
737,104,38,26,60
738,102,38,22,52
739,102,38,30,54
740,76,28,24,42
741,76,22,24,40
742,104,38,24,60
743,86,24,26,52
744,104,36,26,54
745,100,38,26,56
746,106,36,24,54
747,70,24,18,40
748,56,26,16,34
749,104,38,22,56
750,104,32,28,60
751,108,36,24,60
752,106,32,24,54
753,104,30,30,60
754,74,28,20,42
755,70,24,22,38
756,108,36,24,58
757,86,30,24,44
758,90,28,22,46
759,88,28,18,50
760,84,30,18,50
761,72,26,20,36
762,74,24,16,44
763,88,30,22,44
764,106,34,28,56
765,106,36,28,54
766,106,38,24,54
767,104,30,30,60
768,72,26,20,44
769,54,14,10,28
770,68,26,20,42
771,70,20,16,44
772,74,22,16,40
773,64,26,12,38
774,76,24,20,38
775,54,20,14,32
776,62,24,12,32
777,84,28,26,48
778,100,34,30,56
779,100,30,28,56
780,108,36,28,60
781,86,28,22,44
782,56,22,18,34
783,56,26,16,34
784,82,26,24,44
785,84,26,26,44
786,90,24,22,50
787,86,26,24,52
788,86,26,26,52
789,62,26,12,36
790,56,26,18,32
791,88,32,24,46
792,84,28,24,44
793,82,28,24,52
794,86,24,18,46
795,88,24,26,52
796,64,24,14,30
797,56,22,16,32
798,82,32,26,48
799,82,24,20,48
800,84,24,26,48
801,84,28,22,50
802,86,30,26,46
803,62,22,16,34
804,58,26,12,38
805,88,30,22,50
806,84,32,18,52
807,84,26,20,52
808,90,28,18,52
809,90,30,18,52
810,60,24,20,30
811,58,22,14,30
812,88,32,26,52
813,84,30,20,44
814,90,26,24,50
815,88,26,18,52
816,82,28,24,44
817,56,22,16,34
818,56,20,20,34
819,88,30,26,50
820,84,24,20,44
821,84,32,24,48
822,90,24,22,44
823,62,24,16,38
824,42,20,16,22
825,38,16,14,24
826,90,30,22,46
827,84,32,18,50
828,90,28,24,52
829,86,32,22,52
830,88,26,20,46
831,62,20,12,30
832,64,22,20,38
833,86,28,26,48
834,86,24,22,52
835,88,26,20,52
836,88,24,20,50
837,84,32,26,52
838,56,24,14,34
839,62,24,22,40
840,98,28,28,48
841,90,30,28,50
842,94,36,28,56
843,98,36,26,54
844,94,32,24,54
845,64,22,14,32
846,64,20,18,38
847,96,36,28,50
848,70,20,22,36
849,66,22,22,34
850,66,24,20,36
851,98,36,28,50
852,70,26,16,40
853,62,24,16,36
854,98,28,22,50
855,94,34,20,54
856,98,28,20,54
857,90,28,26,54
858,92,30,26,48
859,68,28,22,40
860,62,22,14,40
861,96,28,28,50
862,90,32,28,56
863,90,32,28,48
864,92,36,22,54
865,92,28,28,54
866,64,20,20,40
867,64,20,16,38
868,92,32,28,52
869,94,32,28,50
870,90,32,22,54
871,94,28,20,50
872,94,30,26,54
873,62,20,18,34
874,62,20,18,40
875,90,30,28,52
876,92,32,28,56
877,96,28,22,56
878,94,32,24,48
879,90,34,28,52
880,68,24,14,38
881,64,26,14,40
882,94,36,28,54
883,94,34,26,56
884,98,30,24,52
885,92,30,26,56
886,90,36,28,54
887,70,28,20,34
888,62,28,14,40
889,94,34,20,52
890,62,20,18,34
891,62,26,22,36
892,66,24,14,38
893,92,28,24,50
894,68,28,14,40
895,70,22,22,34
896,96,36,24,52
897,98,34,22,56
898,96,34,26,56
899,98,36,24,52
900,92,30,28,56
901,64,28,14,36
902,68,24,14,32
903,90,34,24,50
904,96,28,24,56
905,96,32,26,50
906,90,36,22,50
907,94,32,28,54
908,64,28,20,38
909,66,22,14,32
910,94,28,26,52
911,96,30,20,54
912,90,34,22,52
913,98,34,20,50
914,90,32,24,50
915,64,28,14,38
916,62,20,14,38
917,90,32,24,56
918,98,32,26,50
919,94,32,22,54
920,94,36,28,50
921,92,34,28,52
922,66,22,22,36
923,62,24,16,32
924,96,32,20,52
925,90,34,26,56
926,96,30,24,48
927,92,32,26,48
928,92,32,26,50
929,68,22,14,32
930,62,26,18,38
931,98,32,22,48
932,92,36,26,48
933,98,28,26,54
934,92,28,28,48
935,98,34,22,50
936,62,20,22,34
937,70,26,14,40
938,90,36,26,48
939,90,34,24,48
940,92,36,28,52
941,92,34,28,50
942,96,32,24,52
943,64,22,22,34
944,64,28,22,38
945,96,32,26,48
946,94,32,28,48
947,90,36,20,54
948,92,36,24,50
949,92,32,24,50
950,66,20,16,40
951,66,24,16,32
952,96,32,26,56
953,94,30,22,52
954,90,32,22,48
955,92,34,26,50
956,98,30,26,52
957,66,28,22,34
958,62,24,14,38
959,84,34,16,46
960,86,34,16,50
961,82,26,22,44
962,88,34,24,44
963,88,26,18,42
964,56,18,12,34
965,64,26,16,28
966,84,28,16,50
967,86,34,18,48
968,90,30,22,46
969,90,26,16,50
970,90,30,24,50
971,62,22,18,36
972,60,18,18,32
973,88,30,18,44
974,86,30,20,48
975,86,28,22,42
976,86,30,20,46
977,88,28,16,50
978,58,26,18,36
979,64,22,12,30
980,88,32,20,50
981,82,32,16,42
982,82,32,18,46
983,84,30,20,46
984,88,30,16,46
985,56,18,16,30
986,62,22,16,28
987,90,32,18,50
988,90,32,24,48
989,82,34,22,46
990,90,34,18,46
991,62,18,16,34
992,42,16,8,24
993,46,16,12,20
994,88,34,24,50
995,90,28,20,48
996,90,32,22,48
997,86,32,22,46
998,82,26,18,44
999,64,22,18,28
1000,58,24,18,30
1001,86,26,20,46
1002,90,30,20,50
1003,64,24,18,28
1004,58,18,14,30
1005,56,22,18,28
1006,44,20,12,28
1007,42,14,14,28
1008,58,24,14,28
1009,76,22,18,34
1010,104,32,26,58
1011,90,34,22,50
1012,88,34,24,46
1013,60,18,18,34
1014,58,18,20,36
1015,88,30,18,44
1016,90,32,16,42
1017,84,30,20,44
1018,90,26,16,44
1019,86,34,18,46
1020,62,18,18,28
1021,62,18,14,34
1022,90,30,16,48
1023,88,28,20,46
1024,86,28,20,42
1025,90,28,16,44
1026,86,34,20,44
1027,62,26,18,34
1028,64,22,20,34
1029,82,34,18,46
1030,90,32,22,50
1031,82,30,22,44
1032,82,32,16,46
1033,86,32,16,46
1034,60,20,18,36
1035,60,26,18,32
1036,88,26,16,48
1037,84,32,20,46
1038,86,30,22,48
1039,82,30,22,50
1040,84,32,24,46
1041,56,22,18,34
1042,62,26,12,34
1043,86,30,18,44
1044,86,26,20,50
1045,84,34,24,42
1046,82,26,20,42
1047,88,34,18,46
1048,62,24,16,30
1049,62,18,12,34
1050,88,30,16,42
1051,82,28,22,42
1052,86,30,24,48
1053,84,26,22,50
1054,84,28,22,44
1055,56,22,16,36
1056,58,18,14,32
1057,90,34,24,46
1058,82,26,20,46
1059,88,28,16,42
1060,88,34,20,46
1061,86,32,24,48
1062,58,26,16,28
1063,60,18,16,30
1064,86,26,24,42
1065,90,26,18,50
1066,90,26,18,44
1067,84,30,24,48
1068,88,26,24,44
1069,64,18,16,30
1070,64,20,12,28
1071,86,30,16,50
1072,82,30,18,46
1073,86,34,24,48
1074,82,34,16,42
1075,102,38,24,58
1076,60,22,12,30
1077,68,28,16,36
1078,82,28,20,46
1079,98,38,26,54
1080,124,44,30,70
1081,116,42,28,68
1082,122,38,26,72
1083,78,30,20,48
1084,84,26,20,52
1085,116,38,26,66
1086,122,36,24,64
1087,116,36,30,70
1088,100,30,26,60
1089,120,36,28,70
1090,82,32,20,44
1091,80,24,22,50
1092,120,38,22,64
1093,96,30,22,52
1094,96,32,24,56
1095,66,24,20,36
1096,102,30,22,60
1097,68,20,16,40
1098,70,28,14,36
1099,104,36,22,54
1100,98,30,22,52
1101,104,30,20,52
1102,120,42,30,72
1103,124,42,26,64
1104,80,24,20,48
1105,72,20,22,36
1106,122,38,28,64
1107,116,38,28,66
1108,122,42,30,66
1109,104,36,28,56
1110,100,32,22,60
1111,78,24,22,48
1112,68,20,22,40
1113,100,38,22,56
1114,100,30,28,54
1115,118,36,30,68
1116,100,30,24,60
1117,96,32,22,58
1118,70,20,20,36
1119,70,24,18,40
1120,104,38,20,58
1121,96,36,22,54
1122,96,38,20,52
1123,96,34,20,60
1124,96,36,26,58
1125,50,16,16,28
1126,44,18,14,24
1127,68,26,16,42
1128,84,24,18,52
1129,84,24,16,52
1130,64,24,22,44
1131,66,26,18,40
1132,70,26,16,42
1133,84,24,20,52
1134,120,44,24,70
1135,116,38,24,68
1136,118,36,30,66
1137,118,38,28,66
1138,124,42,24,66
1139,64,20,18,38
1140,68,24,22,38
1141,102,38,22,56
1142,96,32,24,60
1143,102,34,24,60
1144,100,32,22,52
1145,102,34,22,52
1146,70,22,22,40
1147,70,22,18,42
1148,96,38,20,52
1149,104,30,28,58
1150,96,36,28,56
1151,96,38,22,56
1152,100,38,24,60
1153,66,20,18,42
1154,68,26,16,40
1155,96,38,20,52
1156,102,36,22,52
1157,96,38,22,52
1158,98,32,26,56
1159,100,30,24,56
1160,68,22,22,44
1161,64,22,20,36
1162,100,38,24,56
1163,98,36,24,52
1164,98,36,28,56
1165,98,32,28,60
1166,98,34,22,52
1167,68,26,20,36
1168,66,24,20,38
1169,102,32,22,52
1170,98,32,22,58
1171,104,38,22,58
1172,98,36,28,54
1173,100,38,20,54
1174,68,28,18,36
1175,64,28,16,36
1176,104,36,24,60
1177,102,36,22,58
1178,104,38,26,54
1179,98,30,22,60
1180,104,38,22,54
1181,70,20,14,36
1182,66,28,22,36
1183,98,36,26,56
1184,104,30,28,56
1185,104,30,20,60
1186,96,30,26,56
1187,100,30,28,56
1188,70,24,16,40
1189,44,20,10,24
1190,70,22,20,42
1191,66,20,22,38
1192,98,30,26,52
1193,102,36,26,56
1194,96,38,24,54
1195,70,24,22,38
1196,64,22,16,40
1197,100,32,20,60
1198,98,30,20,56
1199,84,26,26,50
1200,80,28,20,50
1201,78,30,20,46
1202,62,22,20,32
1203,56,26,14,34
1204,86,28,24,46
1205,84,28,22,46
1206,80,34,22,50
1207,86,26,18,50
1208,82,28,24,48
1209,56,18,20,32
1210,58,22,12,38
1211,78,28,22,48
1212,84,28,18,50
1213,84,28,22,44
1214,78,30,24,46
1215,56,24,18,38
1216,42,12,14,20
1217,44,18,8,24
1218,82,26,26,48
1219,84,34,18,46
1220,80,30,20,52
1221,82,26,20,44
1222,80,28,20,48
1223,54,26,14,38
1224,56,26,18,30
1225,78,28,22,44
1226,84,26,24,52
1227,78,26,26,52
1228,80,30,22,50
1229,78,34,22,48
1230,56,26,14,34
1231,58,22,12,34
1232,86,30,18,52
1233,78,32,22,52
1234,82,26,26,50
1235,78,32,26,50
1236,80,32,20,44
1237,54,24,16,38
1238,54,26,18,30
1239,84,32,18,50
1240,82,34,22,46
1241,80,34,24,52
1242,82,32,18,50
1243,86,34,26,52
1244,56,20,12,34
1245,40,14,8,26
1246,54,18,20,38
1247,62,26,18,30
1248,84,26,20,44
1249,80,34,22,44
1250,80,34,22,44
1251,56,20,14,34
1252,60,24,16,30
1253,84,26,26,52
1254,86,26,26,50
1255,84,30,24,50
1256,78,30,18,44
1257,84,30,18,50
1258,58,22,14,32
1259,60,24,18,30
1260,80,34,22,52
1261,80,28,26,48
1262,86,32,20,50
1263,82,28,24,48
1264,82,26,22,44
1265,54,24,18,38
1266,56,22,20,32
1267,86,28,20,46
1268,82,28,18,46
1269,86,34,22,50
1270,80,30,22,48
1271,86,30,24,46
1272,58,22,20,36
1273,58,22,12,34
1274,78,30,24,48
1275,84,34,24,52
1276,82,28,26,44
1277,86,26,20,44
1278,80,28,20,50
1279,62,18,16,30
1280,58,24,16,32
1281,86,26,26,52
1282,84,28,24,48
1283,84,28,24,50
1284,86,28,20,44
1285,86,34,24,48
1286,56,24,14,38
1287,62,22,16,30
1288,80,30,20,46
1289,84,34,18,46
1290,84,34,26,48
1291,80,32,18,44
1292,80,32,22,48
1293,62,22,20,36
1294,56,24,16,34
1295,80,34,26,46
1296,78,30,22,48
1297,82,26,18,48
1298,84,30,24,44
1299,86,30,20,50
1300,58,24,14,30
1301,60,26,20,38
1302,84,32,26,46
1303,84,32,26,48
1304,82,34,22,46
1305,78,32,24,52
1306,80,30,18,48
1307,62,26,14,36
1308,58,18,12,38
1309,80,34,20,50
1310,84,34,18,52
1311,86,28,22,48
1312,86,34,20,48
1313,84,30,24,46
1314,58,26,16,38
1315,54,24,14,34
1316,86,34,20,46
1317,78,34,24,44
1318,86,26,18,44
1319,98,34,18,50
1320,98,34,18,56
1321,68,28,20,36
1322,62,20,22,34
1323,96,36,22,54
1324,96,32,24,50
1325,94,34,20,54
1326,96,30,24,54
1327,90,30,26,50
1328,68,20,18,38
1329,64,26,18,36
1330,92,36,18,52
1331,92,34,26,54
1332,98,36,26,56
1333,92,28,22,56
1334,90,32,18,50
1335,68,24,20,42
1336,64,22,16,38
1337,90,36,26,54
1338,94,36,20,56
1339,90,30,24,52
1340,64,28,16,40
1341,44,14,14,28
1342,64,22,20,40
1343,94,32,26,54
1344,98,36,20,50
1345,90,30,26,50
1346,96,34,18,54
1347,96,30,18,50
